pid,step,x,y,z,speed
0,0,4.3654,2.1456,2.5757,1.2856
1,0,4.4349,1.8721,2.6005,0.8338
2,0,3.5385,1.7882,2.6265,0.5267
3,0,4.1416,2.4481,2.6,0.8356
4,0,3.5902,2.1093,2.5997,0.8335
5,0,3.5516,1.8,2.6265,0.5267
6,0,4.2039,2.4581,2.627,0.5044
7,0,4.2311,2.2693,2.645,1.0148
8,0,3.7397,2.1682,2.6489,0.9964
9,0,3.7293,2.1239,2.6459,0.8907
10,0,3.6722,2.2806,2.645,1.0148
11,0,4.4442,1.8482,2.6005,0.8338
12,0,4.3253,1.9927,2.5747,1.3045
13,0,3.9566,2.3174,2.6434,0.891
14,0,3.8702,1.6677,2.575,1.2779
15,0,3.7517,1.8296,2.6507,0.9962
16,0,4.1749,2.2726,2.6447,1.0148
17,0,3.8652,2.3214,2.6447,0.891
18,0,4.1757,2.3957,2.6,0.8356
19,0,3.7757,1.6682,2.5814,1.192
20,0,3.7762,1.8307,2.67,1.2534
21,0,3.741,2.417,2.5987,0.8133
22,0,4.3249,1.827,2.5754,1.2898
23,0,3.5615,1.7427,2.6265,0.5267
24,0,4.2238,2.2966,2.645,1.0148
25,0,3.9978,2.4446,2.6009,0.8384
26,0,3.8252,2.4439,2.5987,0.8133
27,0,3.8594,2.4596,2.6,0.8356
28,0,4.3362,1.764,2.6228,0.8003
29,0,3.7375,2.1168,2.67,0.8907
30,0,4.0631,2.392,2.6009,0.8384
31,0,3.8551,1.6099,2.575,1.2779
32,0,4.2571,1.9267,2.6454,1.2898
33,0,3.5424,2.0751,2.5997,0.8335
34,0,4.333,2.392,2.6532,0.3592
35,0,4.4369,2.1,2.5997,0.8335
36,0,3.4861,1.9423,2.6511,0.373
37,0,3.8002,1.5649,2.5974,0.8037
38,0,4.1251,1.7325,2.6478,1.2779
39,0,3.6251,1.6581,2.6243,0.7792
40,0,3.6067,1.6787,2.6223,0.3715
41,0,3.504,2.1298,2.5922,0.3591
42,0,4.1067,2.2534,2.67,0.891
43,0,4.2244,2.1788,2.6489,0.9964
44,0,3.9468,2.4017,2.6,0.8356
