pid,step,x,y,z,speed
0,0,3.9599,1.6543,2.5739,1.2951
1,0,3.9276,1.6086,2.575,1.277
2,0,4.3844,2.0737,2.5758,1.2852
3,0,3.7984,2.2541,2.6479,0.9941
4,0,3.7525,1.8305,2.6509,0.9945
5,0,3.68,2.2595,2.649,1.0151
6,0,3.956,1.6297,2.575,1.277
7,0,4.1935,2.2795,2.645,1.0151
8,0,4.3308,2.2062,2.5819,1.2012
9,0,3.8288,1.5112,2.5974,0.8029
10,0,4.4794,1.9486,2.601,0.8357
11,0,4.135,2.4241,2.6002,0.8348
12,0,4.4802,1.907,2.6006,0.8338
13,0,3.9772,2.4705,2.6011,0.8368
14,0,4.3365,2.0264,2.5748,1.3043
15,0,3.6937,2.3177,2.645,1.0151
16,0,4.193,1.8087,2.6451,0.9945
17,0,4.1232,1.5547,2.5983,0.8286
18,0,3.7364,1.6592,2.5814,0.7776
19,0,4.4587,1.808,2.6006,0.8338
20,0,3.6732,2.2232,2.649,0.9973
21,0,3.841,1.7831,2.6509,0.9727
22,0,4.3686,2.1421,2.5758,1.2852
23,0,3.7025,2.3291,2.645,1.0151
24,0,4.3226,1.6554,2.6563,0.5596
25,0,4.1494,1.6357,2.575,1.277
26,0,4.0449,2.3863,2.6011,0.8368
27,0,3.5092,2.1378,2.5998,0.8327
28,0,4.2812,2.262,2.6501,0.7929
29,0,4.1981,1.5142,2.6264,0.4716
30,0,3.7181,2.1708,2.649,0.9973
31,0,3.7992,1.6964,2.5814,1.1908
32,0,4.0272,2.4529,2.6011,0.8368
33,0,4.1869,1.6676,2.575,1.277
34,0,3.8328,2.2244,2.67,1.1683
35,0,4.4436,2.1058,2.5998,0.8327
36,0,4.0766,1.5467,2.5983,0.8286
37,0,4.0137,1.6889,2.5739,1.2951
38,0,4.2005,2.4622,2.6269,0.5059
39,0,3.9118,2.2577,2.6446,0.8919
40,0,3.6508,2.128,2.6466,0.8327
41,0,3.6761,1.6883,2.6243,0.7776
42,0,4.143,2.2902,2.6446,0.8919
43,0,3.6219,1.6994,2.617,0.3738
44,0,3.8181,2.1895,2.67,1.1683
45,0,3.7065,1.7218,2.6497,0.7776
46,0,4.3536,2.1905,2.5819,1.2012
47,0,3.6012,2.2513,2.5987,0.8071
48,0,4.4034,2.2512,2.5819,0.8071
49,0,4.1171,1.6597,2.575,1.277
50,0,3.7387,2.2216,2.67,0.9973
51,0,3.7408,2.4267,2.5988,0.8138
52,0,4.2401,2.2553,2.649,1.0151
53,0,3.6937,1.7469,2.6451,0.9945
54,0,3.7052,2.3161,2.645,1.0151
55,0,3.9325,1.7334,2.648,1.277
56,0,4.3667,1.9042,2.5754,1.2898
57,0,3.9297,2.3035,2.6446,0.8919
58,0,4.396,2.1647,2.5819,0.8071
59,0,4.0619,2.5071,2.651,0.3685
60,0,4.2514,2.1497,2.649,0.9973
61,0,3.9449,1.6211,2.575,1.277
62,0,3.9318,2.3924,2.6002,0.8348
63,0,3.6028,2.2341,2.5987,0.8071
64,0,4.1742,1.6798,2.575,1.277
65,0,3.8508,1.5282,2.5983,0.8286
66,0,4.2681,2.1894,2.651,1.2012
67,0,3.5225,2.1662,2.5987,0.8071
68,0,3.9436,2.3915,2.6002,0.8348
69,0,3.6326,1.7872,2.6497,0.5306
70,0,3.901,2.4302,2.6002,0.8348
71,0,4.3333,1.9865,2.5748,1.3043
72,0,3.9947,2.4917,2.593,0.3685
73,0,4.0747,2.3325,2.6446,0.8919
74,0,3.7467,2.4251,2.5988,0.8138
75,0,3.7701,2.3147,2.6479,0.9941
76,0,4.3671,2.036,2.5748,1.3043
77,0,4.0949,2.2578,2.67,0.8919
78,0,3.8452,2.2054,2.67,1.1683
79,0,4.0743,1.5182,2.5993,0.8315
80,0,3.5162,2.015,2.601,0.8357
81,0,3.8173,2.3943,2.5988,0.8138
82,0,4.3292,1.7944,2.5754,0.801
83,0,3.5305,2.1488,2.5998,0.8327
84,0,3.9899,2.3915,2.6011,0.8368
85,0,3.6595,1.9934,2.6442,0.8357
86,0,4.0829,1.556,2.5983,0.8286
87,0,3.8175,1.6643,2.5814,1.1908
88,0,4.2288,1.5633,2.6264,0.4716
89,0,4.1943,1.6876,2.575,0.7776
90,0,3.5371,1.9699,2.601,0.8357
91,0,4.082,1.651,2.5739,1.277
92,0,4.0145,1.6115,2.5739,1.2951
93,0,4.2542,2.2585,2.645,1.0151
94,0,4.3377,1.7759,2.6227,0.801
95,0,4.2959,2.374,2.6172,0.3606
96,0,3.7821,1.8266,2.6509,0.9727
97,0,3.7476,1.8946,2.6454,0.8666
98,0,4.3743,2.0681,2.5758,1.2852
99,0,3.5938,1.7007,2.6265,0.5306
100,0,4.0353,1.7354,2.6457,1.2951
101,0,4.1249,2.3503,2.6451,0.8348
102,0,3.7407,1.8989,2.67,0.8666
103,0,3.5447,2.0073,2.601,0.8357
104,0,4.4474,2.2402,2.5987,0.8071
105,0,3.898,2.3308,2.6446,0.8919
106,0,3.666,1.6565,2.6243,0.7776
107,0,3.7152,1.7608,2.6451,0.9945
108,0,3.5648,2.0722,2.5998,0.8327
109,0,4.3497,1.8076,2.5754,1.2898
110,0,4.1224,2.4429,2.6002,0.8348
111,0,4.2583,2.4188,2.6269,0.5059
112,0,4.2344,2.3402,2.645,1.0151
113,0,3.4988,2.1228,2.5922,0.3597
114,0,3.6769,2.2595,2.645,1.0151
115,0,3.7803,2.3076,2.6479,0.9941
116,0,3.8418,2.3223,2.6479,0.9941
117,0,3.5642,1.896,2.6006,0.8338
118,0,4.2667,2.1597,2.651,1.2012
119,0,4.0512,2.2799,2.6433,0.8424
120,0,4.4684,1.9172,2.6006,0.8338
121,0,4.366,1.9136,2.5748,1.2898
122,0,4.0824,1.4953,2.5983,0.8286
123,0,4.3566,1.9893,2.5748,1.3043
124,0,3.5024,2.1191,2.5922,0.3597
125,0,4.2031,1.7137,2.6497,0.7776
126,0,4.1921,1.724,2.648,0.7776
127,0,3.883,2.401,2.6002,0.8348
128,0,4.0423,2.281,2.6433,0.8424
129,0,3.8009,2.3494,2.6496,0.8138
130,0,4.3082,1.9608,2.5748,1.3043
131,0,3.5886,1.7697,2.6265,0.5306
132,0,3.7055,1.7061,2.6497,0.7776
133,0,4.0052,1.4888,2.5993,0.8315
134,0,3.6699,2.2802,2.645,1.0151
135,0,3.8578,2.489,2.5924,0.357
136,0,3.8724,1.7163,2.648,1.277
137,0,4.3637,1.7647,2.6227,0.801
138,0,4.082,1.5334,2.5983,0.8286
139,0,3.7395,1.7586,2.6509,0.9945
140,0,3.7381,1.9143,2.67,0.8666
141,0,3.7151,2.1671,2.649,0.9973
142,0,4.3469,2.0904,2.5758,1.2852
143,0,4.1502,1.5313,2.5983,0.8286
144,0,4.3938,2.0287,2.5748,0.8357
145,0,4.3915,1.9689,2.5748,0.8357
146,0,3.7179,2.0199,2.6444,0.8317
147,0,3.7564,1.6604,2.5814,1.1908
148,0,3.7902,1.5321,2.5974,0.8029
149,0,3.6522,2.2121,2.651,0.8071
150,0,4.1778,2.2347,2.649,1.0151
151,0,4.1282,1.6967,2.575,1.277
152,0,4.2784,2.0654,2.6466,1.2852
153,0,3.7394,2.4522,2.5988,0.8138
154,0,3.7063,2.2572,2.645,1.0151
155,0,4.3735,1.8974,2.5754,1.2898
156,0,4.1745,2.2719,2.645,1.0151
157,0,4.3424,1.8185,2.5754,1.2898
158,0,4.3324,2.1599,2.5819,1.2012
159,0,3.711,2.3635,2.6501,0.5059
160,0,3.7749,1.8231,2.6509,0.9727
161,0,4.0498,1.6545,2.5739,1.2951
162,0,3.7893,2.3954,2.5988,0.8138
