pid,step,x,y,z,speed
0,0,3.6523,1.9971,2.6438,0.8415
1,0,3.7995,1.6921,2.5813,1.1976
2,0,4.0363,2.3084,2.6436,0.8383
3,0,4.4257,2.121,2.5993,0.8381
4,0,3.7853,2.1417,2.67,1.1672
5,0,3.7509,1.9138,2.6454,0.877
6,0,3.8741,2.4261,2.5996,0.8387
7,0,3.5733,1.9643,2.6003,0.8415
8,0,4.1508,1.5201,2.5986,0.8331
9,0,4.3191,2.1262,2.5754,1.2882
10,0,3.5861,1.9267,2.6003,0.8415
11,0,4.3424,2.2746,2.5814,0.7977
12,0,4.4033,2.2159,2.5814,0.8127
13,0,4.302,2.396,2.6267,0.5055
14,0,3.7225,1.8532,2.6454,0.877
15,0,3.7124,1.5925,2.6244,0.4825
16,0,4.3743,1.8275,2.5752,1.2912
17,0,4.4632,2.0925,2.5993,0.8381
18,0,3.6899,1.9111,2.6442,0.877
19,0,3.7663,1.6182,2.5813,1.1976
20,0,4.2148,2.1728,2.6486,0.9958
21,0,4.5009,2.0945,2.5993,0.8381
22,0,4.3327,1.997,2.5744,1.3067
23,0,3.5986,1.7081,2.6266,0.514
24,0,3.5105,1.8475,2.5922,0.3631
25,0,4.0693,2.2988,2.6436,0.8383
26,0,4.1935,2.2823,2.6448,1.0166
27,0,3.7727,2.4423,2.5984,0.8152
28,0,4.1195,2.3977,2.5996,0.8387
29,0,3.5803,2.1702,2.5983,0.8127
30,0,4.103,1.7572,2.6471,0.8758
31,0,3.749,1.8259,2.67,1.0051
32,0,3.5651,2.1019,2.5993,0.8381
33,0,3.8423,2.2695,2.6449,0.994
34,0,4.1038,2.4065,2.5996,0.8387
35,0,3.5985,2.0559,2.5993,0.8381
36,0,3.7556,1.8542,2.67,0.877
37,0,3.9527,1.6459,2.575,1.2827
38,0,3.5702,2.2191,2.5983,0.8127
39,0,4.1468,2.4101,2.5996,0.8387
40,0,4.1143,2.4467,2.5996,0.8387
41,0,4.3424,2.2657,2.5814,0.7977
42,0,3.6595,1.6906,2.6244,0.7862
43,0,3.5889,1.994,2.6003,0.8415
44,0,4.0289,2.5188,2.6505,0.3707
45,0,3.5201,2.1013,2.5993,0.8381
46,0,4.4847,2.0128,2.6003,0.8415
47,0,3.6559,2.0482,2.646,0.8381
48,0,3.6804,2.0133,2.6442,0.8336
49,0,3.9433,2.4767,2.5996,0.8387
50,0,4.0472,2.4515,2.6004,0.8418
51,0,4.077,2.3857,2.5996,0.8387
52,0,3.9586,2.2835,2.6436,0.8383
53,0,4.3414,1.7365,2.6235,0.7994
54,0,4.1631,2.4793,2.5996,0.8387
55,0,3.8187,2.2807,2.6481,0.994
56,0,3.7355,1.5663,2.5977,0.8069
57,0,3.5274,2.0058,2.6003,0.8415
58,0,4.2711,2.098,2.646,1.2882
59,0,3.6843,2.0984,2.6457,0.8897
60,0,3.8039,2.4184,2.5984,0.8152
61,0,3.9015,1.5703,2.5986,0.8331
62,0,3.7195,2.2712,2.6448,1.0166
63,0,4.3924,2.0789,2.5754,0.8381
64,0,3.7265,1.9624,2.6442,0.8336
65,0,3.7472,2.1666,2.67,0.9958
66,0,3.7459,2.3061,2.6481,1.0166
67,0,4.2062,1.7564,2.6452,1.0051
68,0,4.4417,2.0064,2.6003,0.8415
69,0,3.6752,2.412,2.6267,0.5055
70,0,3.5203,2.0729,2.5993,0.8381
71,0,4.2366,1.7964,2.6452,1.0051
72,0,4.4308,1.818,2.5998,0.8386
73,0,3.6989,2.2127,2.6486,0.9958
74,0,3.8509,2.4019,2.5996,0.8387
75,0,3.8448,1.7557,2.6471,0.9826
76,0,4.3975,2.2651,2.5814,0.4986
77,0,4.3738,2.0191,2.5744,1.3067
78,0,3.9342,2.3964,2.5996,0.8387
79,0,3.7526,1.7989,2.6454,1.0051
80,0,4.2144,1.7884,2.6452,1.0051
81,0,4.194,2.247,2.67,1.0166
82,0,3.7427,1.8212,2.65,1.0051
83,0,3.7459,1.66,2.5813,1.1976
84,0,3.7734,2.1758,2.67,1.1672
85,0,4.0746,1.6126,2.574,1.3005
86,0,4.133,2.3012,2.6449,0.8895
87,0,4.119,2.4392,2.5996,0.8387
88,0,3.5718,1.8311,2.5998,0.8386
89,0,3.9902,2.4576,2.6004,0.8418
90,0,4.4889,1.8671,2.5998,0.8386
91,0,4.1944,1.6848,2.6244,0.7862
92,0,4.301,1.8694,2.5752,1.2912
93,0,3.5662,2.2314,2.5983,0.8127
94,0,3.726,2.3086,2.6448,1.0166
95,0,4.5148,1.9748,2.6003,0.8415
96,0,3.8457,2.3214,2.6481,0.994
97,0,4.3123,2.3245,2.6244,0.7977
98,0,3.7232,1.6937,2.5813,0.7862
99,0,3.7212,2.037,2.6457,0.8897
100,0,3.8807,1.6567,2.575,1.2827
101,0,3.7485,1.9156,2.6442,0.877
102,0,3.9244,1.6464,2.575,1.2827
103,0,3.7559,2.2498,2.67,1.0166
104,0,4.1696,2.3644,2.6498,0.5055
105,0,3.8763,2.4051,2.5996,0.8387
106,0,3.6922,1.6677,2.6244,0.7862
107,0,3.7783,2.293,2.6481,0.994
108,0,4.2838,2.4267,2.6267,0.5055
109,0,3.7719,2.3198,2.6481,0.994
110,0,3.8091,1.5676,2.5977,0.8069
111,0,3.5551,1.7944,2.6266,0.514
112,0,3.6422,2.2585,2.6498,0.4986
113,0,3.8012,1.7744,2.65,0.9826
114,0,3.5567,2.1154,2.5993,0.8381
115,0,4.1658,1.7454,2.6471,0.8758
116,0,4.3901,2.1449,2.5754,0.8381
117,0,4.3966,2.252,2.5814,0.8127
118,0,4.3562,1.7802,2.6235,0.7994
119,0,3.8592,1.5624,2.5986,0.8331
120,0,3.9761,1.5238,2.5995,0.8366
121,0,3.7808,1.7877,2.65,0.9826
122,0,4.3367,2.253,2.5814,1.2049
123,0,3.9584,1.6985,2.575,1.2827
124,0,3.9421,1.5136,2.5986,0.8331
125,0,3.6716,2.2805,2.6448,1.0166
126,0,3.9749,2.3404,2.6451,0.8387
127,0,3.899,2.2526,2.6449,0.8895
128,0,3.973,1.652,2.574,1.3005
129,0,3.6781,2.2629,2.6448,1.0166
130,0,3.7563,1.808,2.65,1.0051
131,0,3.5822,1.875,2.5998,0.8386
132,0,4.3522,1.8042,2.5752,0.7994
133,0,3.8429,1.7605,2.6471,0.9826
134,0,3.9168,1.5303,2.5986,0.8331
135,0,3.8017,2.2029,2.67,1.1672
136,0,3.5328,1.774,2.6266,0.514
137,0,3.5592,1.8207,2.5998,0.8386
138,0,4.0768,2.4546,2.5996,0.8387
