pid,step,x,y,z,speed
0,0,4.2982,2.4035,2.6272,0.5071
1,0,3.7278,1.7774,2.6448,0.9895
2,0,4.403,1.7005,2.6557,0.3858
3,0,4.314,1.6879,2.6557,0.5596
4,0,3.5987,1.6774,2.6218,0.3858
5,0,4.3166,1.853,2.5755,1.29
6,0,4.3353,2.2001,2.5822,1.199
7,0,4.2043,1.6821,2.624,0.7757
8,0,4.1132,2.3076,2.6444,0.8943
9,0,4.4894,1.8312,2.6007,0.8344
10,0,3.7443,2.2596,2.6452,1.0162
11,0,3.7229,1.6195,2.5814,0.7757
12,0,3.7854,1.7522,2.6513,0.9669
13,0,4.3591,1.6961,2.6152,0.5596
14,0,3.5438,2.0457,2.5999,0.8305
15,0,4.453,2.1762,2.599,0.8037
16,0,4.199,1.7488,2.6489,0.9896
17,0,4.1897,1.5587,2.5983,0.8244
18,0,3.7102,1.8886,2.6453,0.8608
19,0,4.3362,2.1183,2.576,1.2835
20,0,4.3597,1.7917,2.6219,0.8062
21,0,4.0908,1.5239,2.5983,0.8244
22,0,4.2887,2.343,2.6504,0.7911
23,0,3.9377,2.4919,2.5924,0.3586
24,0,3.8734,1.6089,2.575,1.2729
25,0,3.7387,1.8312,2.6453,0.8608
26,0,4.2583,2.3578,2.6504,0.5071
27,0,3.6456,2.1684,2.6514,0.8037
28,0,4.3329,2.2705,2.5822,0.7911
29,0,4.3973,2.1003,2.576,0.8305
30,0,3.6852,2.2531,2.6492,1.0162
31,0,4.322,1.8962,2.5755,1.29
32,0,3.7,2.1557,2.6492,0.9997
33,0,3.9777,1.6288,2.5739,1.2908
34,0,3.6019,2.3373,2.6275,0.4873
35,0,4.1087,2.3276,2.6444,0.8943
36,0,4.3088,2.1291,2.576,1.2835
37,0,3.9058,2.3941,2.6002,0.8357
38,0,3.7679,1.5271,2.5971,0.8017
39,0,4.3068,1.6129,2.6557,0.5596
40,0,4.4325,1.705,2.6259,0.5477
41,0,3.8923,2.2514,2.6444,0.8944
42,0,3.5904,1.718,2.6259,0.5477
43,0,4.3717,1.6597,2.6557,0.5596
44,0,4.232,2.2399,2.6492,1.0162
45,0,4.3133,2.3908,2.6227,0.3657
46,0,3.7418,2.3283,2.6452,1.0162
47,0,4.353,2.0096,2.5749,1.3032
48,0,3.7042,1.8008,2.6448,0.9895
49,0,4.4513,2.265,2.599,0.8037
50,0,4.1808,1.8213,2.6448,0.9896
51,0,4.1383,1.7619,2.6489,0.8594
52,0,3.6828,2.2615,2.6492,1.0162
53,0,3.7101,2.0328,2.6444,0.831
54,0,4.0777,2.5066,2.6506,0.3694
55,0,4.226,2.4197,2.6272,0.5071
